'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY DESCRIPTION','BODY SYSTEM'
'3384 ',"CHRONIC PAIN SYNDROME (Begin 2006)",'1','6'
'33900',"CLUSTER HEADACHE SYN NOS (begin 2008)",'1','6'
'33901',"EPISODC CLUSTER HEADACHE (begin 2008)",'1','6'
'33902',"CHRONIC CLUSTER HEADACHE (begin 2008)",'1','6'
'33903',"EPISDC PAROXYML HEMICRAN (begin 2008)",'1','6'
'33904',"CHR PAROXYSML HEMICRANIA (begin 2008)",'1','6'
'33905',"SHRT LST UNI NRAL HDACHE (begin 2008)",'0','6'
'33909',"TRIGEM AUTONMC CEPHL NEC (begin 2008)",'0','6'
'33910',"TENSION HEADACHE NOS (begin 2008)",'0','6'
'33911',"EPISDIC TENSION HEADACHE (begin 2008)",'1','6'
'33912',"CHRONIC TENSION HEADACHE (begin 2008)",'1','6'
'33920',"POST-TRAUMA HEADACHE NOS (begin 2008)",'0','6'
'33921',"AC POST-TRAUMA HEADACHE (begin 2008)",'0','6'
'33922',"CHR POST-TRAUMA HEADACHE (begin 2008)",'1','6'
'3393 ',"DRUG INDUCE HEADACHE NEC (begin 2008)",'0','6'
'33941',"HEMICRANIA CONTINUA (begin 2008)",'1','6'
'33942',"NEW DAILY PERS HEADACHE (begin 2008)",'1','6'
'33943',"PRIM THNDERCLAP HEADACHE (begin 2008)",'0','6'
'33944',"COMP HEADACHE SYND NEC (begin 2008)",'0','6'
'33981',"HYPNIC HEADACHE (begin 2008)",'0','6'
'33982',"HEADACHE W SEX ACTIVITY (begin 2008)",'0','6'
'33983',"PRIMARY COUGH HEADACHE (begin 2008)",'0','6'
'33984',"PRIM EXERTION HEADACHE (begin 2008)",'0','6'
'33985',"PRIM STABBING HEADACHE (begin 2008)",'0','6'
'33989',"HEADACHE SYNDROME NEC (begin 2008)",'0','6'
'340  ',"MULTIPLE SCLEROSIS",'1','6'
'3410 ',"NEUROMYELITIS OPTICA",'1','6'
'3411 ',"'SCHILDER'S DISEASE'",'1','6'
'34120',"ACUTE MYELITIS NOS (Begin 2006)",'0','6'
'34121',"ACUTE MYELITIS OTH COND (Begin 2006)",'0','6'
'34122',"IDIOPATHC TRANS MYELITIS (Begin 2006)",'0','6'
'3418 ',"CNS DEMYELINATION NEC",'1','6'
'3419 ',"CNS DEMYELINATION NOS",'1','6'
'3420 ',"FLACCID HEMIPLEGIA  (End 1994)",'1','6'
'34200',"FLACCID HEMIPLEG UNSPEC SIDE (Begin 1994)",'1','6'
'34201',"FLACCID HEMIPLEG DOMINANT SIDE (Begin 1994)",'1','6'
'34202',"FLACCID HEMIPLEG NONDOMINANT SIDE (Begin 1994)",'1','6'
'3421 ',"SPASTIC HEMIPLEGIA  (End 1994)",'1','6'
'34210',"SPASTIC HEMIPLEG UNSPEC SIDE (Begin 1994)",'1','6'
'34211',"SPASTIC HEMIPLEG DOMINANT SIDE (Begin 1994)",'1','6'
'34212',"SPASTIC HEMIPLEG NONDOMINANT SIDE (Begin 1994)",'1','6'
'34280',"OTH SPEC HEMIPLEGIA UNSPEC SIDE (Begin 1994)",'1','6'
'34281',"OTH SPEC HEMIPLEGIA DOMINANT SIDE (Begin 1994)",'1','6'
'34282',"OTH SPEC HEMIPLEGIA NONDOMINANT SIDE(Begin 1994)",'1','6'
'3429 ',"HEMIPLEGIA NOS  (End 1994)",'1','6'
'34290',"UNSPEC HEMIPLEGIA UNSPEC SIDE (Begin 1994)",'1','6'
'34291',"UNSPEC HEMIPLEGIA DOMINANT SIDE (Begin 1994)",'1','6'
'34292',"UNSPEC HEMIPLEGIA NONDOMINANT SIDE (Begin 1994)",'1','6'
'3430 ',"CONGENITAL DIPLEGIA",'1','6'
'3431 ',"CONGENITAL HEMIPLEGIA",'1','6'
'3432 ',"CONGENITAL QUADRIPLEGIA",'1','6'
'3433 ',"CONGENITAL MONOPLEGIA",'1','6'
'3434 ',"INFANTILE HEMIPLEGIA",'1','6'
'3438 ',"CEREBRAL PALSY NEC",'1','6'
'3439 ',"CEREBRAL PALSY NOS",'1','6'
'3440 ',"QUADRIPLEGIA NOS  (End 1994)",'1','6'
'34400',"QUADRIPLEGIA NOS (Begin 1994)",'1','6'
'34401',"QUADRIPLEGIA C1-C4 COMPLETE (Begin 1994)",'1','6'
'34402',"QUADRIPLEGIA C1-C4 INCOMPLETE (Begin 1994)",'1','6'
'34403',"QUADRIPLEGIA C5-C7 COMPLETE (Begin 1994)",'1','6'
'34404',"QUADRIPLEGIA C5-C7 INCOMPLETE (Begin 1994)",'1','6'
'34409',"QUADRIPLEGIA OTHER (Begin 1994)",'1','6'
'3441 ',"PARAPLEGIA NOS",'1','6'
'3442 ',"DIPLEGIA OF UPPER LIMBS",'1','6'
'3443 ',"MONOPLEGIA OF LOWER LIMB  (End 1994)",'1','6'
'34430',"MONOPLEGIA LEG NOS (Begin 1994)",'1','6'
'34431',"MONOPLEGIA LEG AFFECT DOM SIDE (Begin 1994)",'1','6'
'34432',"MONOPLEGIA LEG AFFECT NONDOM SIDE (Begin 1994)",'1','6'
'3444 ',"MONOPLEGIA OF UPPER LIMB  (End 1994)",'1','6'
'34440',"MONOPLEGIA ARM NOS (Begin 1994)",'1','6'
'34441',"MONOPLEGIA ARM AFFECT DOM SIDE (Begin 1994)",'1','6'
'34442',"MONOPLEGIA ARM AFFECT NONDOM SIDE (Begin 1994)",'1','6'
'3445 ',"MONOPLEGIA NOS",'1','6'
'34460',"CAUDA EQUINA SYND NOS",'1','6'
'34461',"NEUROGENIC BLADDER",'1','6'
'3448 ',"PARALYTIC SYNDROMES NEC  (End 1993)",'1','6'
'34481',"LOCKED-IN STATE (Begin 1993)",'1','6'
'34489',"OTH SPEC PARALYTIC SYNDROMES (Begin 1993)",'1','6'
'3449 ',"PARALYSIS NOS",'1','6'
'3450 ',"GEN NONCONVULS EPILEPSY (Begin 1980 End 1989)",'1','6'
'34500',"GEN NONCV EP W/O INTR EP (Begin 1989)",'1','6'
'34501',"GEN NONCONV EP W INTR EP (Begin 1989)",'1','6'
'3451 ',"GEN CONVULSIVE EPILEPSY (Begin 1980 End 1989)",'1','6'
'34510',"GEN CNV EPIL W/O INTR EP (Begin 1989)",'1','6'
'34511',"GEN CNV EPIL W INTR EPIL (Begin 1989)",'1','6'
'3452 ',"PETIT MAL STATUS",'1','6'
'3453 ',"GRAND MAL STATUS",'1','6'
'3454 ',"PSYCHOMOTOR EPILEPSY (Begin 1980 End 1989)",'1','6'
'34540',"PSYMOTR EPIL W/O INT EPI (Begin 1989)",'1','6'
'34541',"PSYMOTR EPIL W INTR EPIL (Begin 1989)",'1','6'
'3455 ',"PARTIAL EPILEPSY NEC (Begin 1980 End 1989)",'1','6'
'34550',"PART EPIL W/O INTR EPIL (Begin 1989)",'1','6'
'34551',"PART EPIL W INTR EPIL (Begin 1989)",'1','6'
'3456 ',"INFANTILE SPASMS (Begin 1980 End 1989)",'1','6'
'34560',"INF SPASM W/O INTR EPIL (Begin 1989)",'1','6'
'34561',"INF SPASM W INTRACT EPIL (Begin 1989)",'1','6'
'3457 ',"EPILEPS PARTIAL CONTINUA (Begin 1980 End 1989)",'1','6'
'34570',"EPIL PAR CONT W/O INT EP (Begin 1989)",'1','6'
'34571',"EPIL PAR CONT W INTR EPI (Begin 1989)",'1','6'
'3458 ',"EPILEPSY NEC (Begin 1980 End 1989)",'1','6'
'34580',"EPILEP NEC W/O INTR EPIL (Begin 1989)",'1','6'
'34581',"EPILEPSY NEC W INTR EPIL (Begin 1989)",'1','6'
'3459 ',"EPILEPSY NOS (Begin 1980 End 1989)",'1','6'
'34590',"EPILEP NOS W/O INTR EPIL (Begin 1989)",'1','6'
'34591',"EPILEPSY NOS W INTR EPIL (Begin 1989)",'1','6'
'3460 ',"CLASSICAL MIGRAINE (Begin 1980 End 1992)",'1','6'
'34600',"CLASSICAL MIGR-NOT INTR (Begin 1992)",'1','6'
'34601',"CLASSICAL MIGR-INTRACT (Begin 1992)",'1','6'
'34602',"MGRN W AUR WO NTRC MGRN (begin 2008)",'1','6'
'34603',"MGRN W AURA W NTRC MGRN (begin 2008)",'1','6'
'3461 ',"COMMON MIGRAINE (Begin 1980 End 1992)",'1','6'
'34610',"COMMON MIGR-NOT INTR (Begin 1992)",'1','6'
'34611',"COMMON MIGR-INTRACT (Begin 1992)",'1','6'
'34612',"MGRN WO AURA WO NTRC MGR (begin 2008)",'1','6'
'34613',"MGRN WO AURA W NTRC MGRN (begin 2008)",'1','6'
'3462 ',"VARIANTS OF MIGRAINE (Begin 1980 End 1992)",'1','6'
'34620',"VARIANTS OF MIGR-NOT INTR (Begin 1992)",'1','6'
'34621',"VARIANTS OF MIGR-INTRACT (Begin 1992)",'1','6'
'34622',"VAR MGR NEC WO NTC MGR (begin 2008)",'1','6'
'34623',"VAR MGRN NEC W NTRC MGR (begin 2008)",'1','6'
'34630',"HMPLG MGR WO NTRC WO ST (begin 2008)",'1','6'
'34631',"HMPLG MGRN W NTRC WO ST (begin 2008)",'1','6'
'34632',"HEMPLG MGR WO NTRC W ST (begin 2008)",'1','6'
'34633',"HMPLG MGRN W NTRC W ST (begin 2008)",'1','6'
'34640',"MENST MGR WO NTRC WO ST (begin 2008)",'1','6'
'34641',"MENSTL MGRN W NTRC WO ST (begin 2008)",'1','6'
'34642',"MENSTL MGR WO NTRC W ST (begin 2008)",'1','6'
'34643',"MENSTL MGRN W NTRC W ST (begin 2008)",'1','6'
'34650',"PRST AURA WO INF/NTR/ST (begin 2008)",'1','6'
'34651',"PRS ARA W NTR WO INF/ST (begin 2008)",'1','6'
'34652',"PRS ARA WO INF/NTR W ST (begin 2008)",'1','6'
'34653',"PRS ARA WO INF W NTR/ST (begin 2008)",'1','6'
'34660',"PRS ARA W INF WO NTR/ST (begin 2008)",'1','6'
'34661',"PRS ARA W/INF/NTR WO ST (begin 2008)",'1','6'
'34662',"PRS ARA WO NTR W INF/ST (begin 2008)",'1','6'
'34663',"PRST ARA W INF W NTR/ST (begin 2008)",'1','6'
'34670',"CH MGR WO AR WO NT WO ST (begin 2008)",'1','6'
'34671',"CH MGR WO ARA W NT WO ST (begin 2008)",'1','6'
'34672',"CH MGR WO ARA WO NT W ST (begin 2008)",'1','6'
'34673',"CH MGR WO ARA W NTR W ST (begin 2008)",'1','6'
'3468 ',"MIGRAINE NEC (Begin 1980 End 1992)",'1','6'
'34680',"MIGR NEC-NOT INTR (Begin 1992)",'1','6'
'34681',"MIGR NEC-INTRACT (Begin 1992)",'1','6'
'34682',"OTH MGR WO NTRC W ST MGR (begin 2008)",'1','6'
'34683',"OTH MGR W NTRC W ST MGR (begin 2008)",'1','6'
'3469 ',"MIGRAINE NOS (Begin 1980 End 1992)",'1','6'
'34690',"MIGRAINE NOS-NOT INTR (Begin 1992)",'1','6'
'34691',"MIGRAINE NOS-INTRACT (Begin 1992)",'1','6'
'34692',"MGR NOS WO NTRC W ST MGR (begin 2008)",'1','6'
'34693',"MGRN NOS W NTRC W ST MGR (begin 2008)",'1','6'
'347  ',"CATAPLEXY AND NARCOLEPSY  (End 2004)",'1','6'
'34700',"NARCOLEPSY W/O CATAPLEXY (Begin 2004)",'1','6'
'34701',"NARCOLEPSY W CATAPLEXY (Begin 2004)",'1','6'
'34710',"NARCLPSY W/O CAT OTH DIS (Begin 2004)",'1','6'
'34711',"NARCOLEPSY W CAT OTH DIS (Begin 2004)",'1','6'
'3480 ',"CEREBRAL CYSTS",'1','6'
'3481 ',"ANOXIC BRAIN DAMAGE",'1','6'
'3482 ',"PSEUDOTUMOR CEREBRI",'1','6'
'3483 ',"ENCEPHALOPATHY NOS  (End 2003)",'1','6'
'34830',"ENCEPHALOPATHY- UNSPECIFIED (Begin 2003)",'1','6'
'34831',"METABOLIC ENCEPHALOPATHY (Begin 2003)",'1','6'
'34839',"OTHER ENCEPHALOPATHY (Begin 2003)",'1','6'
'3484 ',"COMPRESSION OF BRAIN",'1','6'
'3485 ',"CEREBRAL EDEMA",'1','6'
'3488 ',"BRAIN CONDITIONS NEC (end 2009)",'1','6'
'34881',"Temporal sclerosis (begin 2009)",'1','6'
'34882',"Brain death (begin 2011)",'0','6'
'34889',"Brain conditions NEC (begin 2009)",'1','6'
'3489 ',"BRAIN CONDITION NOS",'1','6'
'3490 ',"LUMBAR PUNCTURE REACTION",'0','6'
'3491 ',"COMPLICATION CNS DEVICE",'0','6'
'3492 ',"DISORDER OF MENINGES NEC",'0','6'
'34931',"ACCID PUNC/OP LAC DURA (begin 2008)",'0','6'
'34939',"DURAL TEAR NEC (begin 2008)",'0','6'
'34981',"CEREBROSPINAL RHINORRHEA",'0','6'
'34982',"TOXIC ENCEPHALOPATHY",'0','6'
'34989',"CNS DISORDER NEC",'0','6'
'3499 ',"CNS DISORDER NOS",'0','6'
'3501 ',"TRIGEMINAL NEURALGIA",'0','6'
'3502 ',"ATYPICAL FACE PAIN",'0','6'
'3508 ',"TRIGEMINAL NERVE DIS NEC",'0','6'
'3509 ',"TRIGEMINAL NERVE DIS NOS",'0','6'
'3510 ',"'BELL'S PALSY'",'0','6'
'3511 ',"GENICULATE GANGLIONITIS",'0','6'
'3518 ',"FACIAL NERVE DIS NEC",'0','6'
'3519 ',"FACIAL NERVE DIS NOS",'0','6'
'3520 ',"OLFACTORY NERVE DISORDER",'0','6'
'3521 ',"GLOSSOPHARYNG NEURALGIA",'0','6'
'3522 ',"GLOSSOPHAR NERVE DIS NEC",'0','6'
'3523 ',"PNEUMOGASTRIC NERVE DIS",'0','6'
'3524 ',"ACCESSORY NERVE DISORDER",'0','6'
'3525 ',"HYPOGLOSSAL NERVE DIS",'0','6'
'3526 ',"MULT CRANIAL NERVE PALSY",'0','6'
'3529 ',"CRANIAL NERVE DIS NOS",'0','6'
'3530 ',"BRACHIAL PLEXUS LESIONS",'1','6'
'3531 ',"LUMBOSACRAL PLEX LESION",'1','6'
'3532 ',"CERVICAL ROOT LESION NEC",'1','6'
'3533 ',"THORACIC ROOT LESION NEC",'1','6'
'3534 ',"LUMBSACRAL ROOT LES NEC",'1','6'
'3535 ',"NEURALGIC AMYOTROPHY",'1','6'
'3536 ',"PHANTOM LIMB (SYNDROME)",'1','6'
'3538 ',"NERV ROOT/PLEXUS DIS NEC",'1','6'
'3539 ',"NERV ROOT/PLEXUS DIS NOS",'1','6'
'3540 ',"CARPAL TUNNEL SYNDROME",'1','6'
'3541 ',"MEDIAN NERVE LESION NEC",'1','6'
'3542 ',"ULNAR NERVE LESION",'1','6'
'3543 ',"RADIAL NERVE LESION",'1','6'
'3544 ',"CAUSALGIA",'1','6'
'3545 ',"MONONEURITIS MULTIPLEX",'1','6'
'3548 ',"MONONEURITIS ARM NEC",'1','6'
'3549 ',"MONONEURITIS ARM NOS",'1','6'
'3550 ',"SCIATIC NERVE LESION",'1','6'
'3551 ',"MERALGIA PARESTHETICA",'1','6'
'3552 ',"FEMORAL NERVE LESION NEC",'1','6'
'3553 ',"LAT POPLITEAL NERVE LES",'1','6'
'3554 ',"MED POPLITEAL NERVE LES",'1','6'
'3555 ',"TARSAL TUNNEL SYNDROME",'1','6'
'3556 ',"PLANTAR NERVE LESION",'1','6'
'3557 ',"MONONEURITIS LEG NEC  (End 1993)",'1','6'
'35571',"CAUSALGIA OF LOWER LIMB (Begin 1993)",'1','6'
'35579',"OTH MONONEURITIS OF LOWER LIMB (Begin 1993)",'1','6'
'3558 ',"MONONEURITIS LEG NOS",'1','6'
'3559 ',"MONONEURITIS NOS",'1','6'
'3560 ',"HERED PERIPH NEUROPATHY",'1','6'
'3561 ',"PERONEAL MUSCLE ATROPHY",'1','6'
'3562 ',"HERED SENSORY NEUROPATHY",'1','6'
'3563 ',"'REFSUM'S DISEASE'",'1','6'
'3564 ',"IDIO PROG POLYNEUROPATHY",'1','6'
'3568 ',"IDIO PERIPH NEURPTHY NEC",'1','6'
'3569 ',"IDIO PERIPH NEURPTHY NOS",'1','6'
'3570 ',"AC INFECT POLYNEURITIS",'1','6'
'3571 ',"NEURPTHY IN COL VASC DIS",'1','6'
'3572 ',"NEUROPATHY IN DIABETES",'1','6'
'3573 ',"NEUROPATHY IN MALIG DIS",'1','6'
'3574 ',"NEUROPATHY IN OTHER DIS",'1','6'
'3575 ',"ALCOHOLIC POLYNEUROPATHY",'1','6'
'3576 ',"NEUROPATHY DUE TO DRUGS",'1','6'
'3577 ',"NEURPTHY TOXIC AGENT NEC",'1','6'
'3578 ',"INFLAM/TOX NEUROPTHY NEC  (End 2002)",'1','6'
'35781',"CHRONIC INFLAMM DEMYELINATING PLYNEUR(Begin 2002)",'1','6'
'35782',"CRITICAL ILLNESS POLYNEUROPATHY(Begin 2002)",'1','6'
'35789',"OTHER INFLAMMATORY AND TOX NEUROPATHY(Begin 2002)",'1','6'
'3579 ',"INFLAM/TOX NEUROPTHY NOS",'1','6'
'3580 ',"MYASTHENIA GRAVIS  (End 2003)",'1','6'
'35800',"MYASTHENIA GRAVIS WITHOUT (ACUTE) EXACERBATION (Begin 2003)",'1','6'
'35801',"MYASTHENIA GRAVIS WITH (ACUTE) EXACERBATION (Begin 2003)",'1','6'
'3581 ',"MYASTHENIA IN OTH DIS",'0','6'
'3582 ',"TOXIC MYONEURAL DISORDER",'0','6'
'35830',"Lambert-Eaton synd NOS (begin 2011)",'1','6'
'35831',"Lambert-Eaton synd neopl (begin 2011)",'1','6'
'35839',"Lambert-Eaton syn ot dis (begin 2011)",'1','6'
'3588 ',"MYONEURAL DISORDERS NEC",'0','6'
'3589 ',"MYONEURAL DISORDERS NOS",'0','6'
'3590 ',"CONG HERED MUSC DYSTRPHY",'1','6'
'3591 ',"HERED PROG MUSC DYSTRPHY",'1','6'
'3592 ',"MYOTONIC DISORDERS (End 2007)",'1','6'
'35921',"MYOTONIC MUSCLR DYSTRPHY (Begin 2007)",'1','6'
'35922',"MYOTONIA CONGENITA (Begin 2007)",'1','6'
'35923',"MYOTONIC CHONDRODYSTRPHY (Begin 2007)",'1','6'
'35924',"DRUG INDUCED MYOTONIA (Begin 2007)",'1','6'
'35929',"MYOTONIC DISORDER NEC (Begin 2007)",'1','6'
'3593 ',"FAMIL PERIODIC PARALYSIS",'1','6'
'3594 ',"TOXIC MYOPATHY",'0','6'
'3595 ',"MYOPATHY IN ENDOCRIN DIS",'1','6'
'3596 ',"INFL MYOPATHY IN OTH DIS",'1','6'
'35971',"Inclusion body myositis (begin 2009)",'1','6'
'35979',"Inflm/immune myopath NEC (begin 2009)",'1','6'
'3598 ',"MYOPATHY NEC  (End 2002)",'1','6'
'35981',"CRITICAL ILLNESS MYOPATHY (Begin 2002)",'1','6'
'35989',"OTHER MYOPATHIES (Begin 2002)",'1','6'
'3599 ',"MYOPATHY NOS",'1','6'
'36000',"PURULENT ENDOPHTHALM NOS",'1','6'
'36001',"ACUTE ENDOPHTHALMITIS",'1','6'
'36002',"PANOPHTHALMITIS",'1','6'
'36003',"CHRONIC ENDOPHTHALMITIS",'1','6'
'36004',"VITREOUS ABSCESS",'1','6'
'36011',"SYMPATHETIC UVEITIS",'1','6'
'36012',"PANUVEITIS",'1','6'
'36013',"PARASITIC ENDOPHTHAL NOS",'1','6'
'36014',"OPHTHALMIA NODOSA",'1','6'
'36019',"ENDOPHTHALMITIS NEC",'1','6'
'36020',"DEGENERAT GLOBE DIS NOS",'1','6'
'36021',"PROGRESSIVE HIGH MYOPIA",'1','6'
'36023',"SIDEROSIS",'1','6'
'36024',"OTHER METALLOSIS EYE",'1','6'
'36029',"DEGENERATIVE GLOBE NEC",'1','6'
'36030',"HYPOTONY NOS EYE",'1','6'
'36031',"PRIMARY HYPOTONY",'1','6'
'36032',"HYPOTONY DUE TO FISTULA",'1','6'
'36033',"HYPOTONY W EYE DIS NEC",'1','6'
'36034',"FLAT ANTERIOR CHAMBER",'1','6'
'36040',"DEGENERATION OF EYE NOS",'1','6'
'36041',"BLIND HYPOTENSIVE EYE",'1','6'
'36042',"BLIND HYPERTENSIVE EYE",'1','6'
'36043',"HEMOPHTHALMOS",'1','6'
'36044',"LEUCOCORIA",'1','6'
'36050',"OLD MAGNET FB EYE NOS",'1','6'
'36051',"OLD MAGNET FB ANT CHAMB",'1','6'
'36052',"OLD MAGNET FB IRIS",'1','6'
'36053',"OLD MAGNET FB LENS",'1','6'
'36054',"OLD MAGNET FB VITREOUS",'1','6'
'36055',"OLD MAGNET FB POST WALL",'1','6'
'36059',"OLD MAGNET FB EYE NEC",'1','6'
'36060',"INTRAOCULAR FB NOS",'1','6'
'36061',"FB IN ANTERIOR CHAMBER",'1','6'
'36062',"FB IN IRIS OR CILIARY",'1','6'
'36063',"FOREIGN BODY IN LENS",'1','6'
'36064',"FOREIGN BODY IN VITREOUS",'1','6'
'36065',"FB IN POSTERIOR WALL",'1','6'
'36069',"INTRAOCULAR FB NEC",'1','6'
'36081',"LUXATION OF GLOBE",'1','6'
'36089',"DISORDER OF GLOBE NEC",'1','6'
'3609 ',"DISORDER OF GLOBE NOS",'1','6'
'36100',"DETACHMNT W DEFECT NOS",'0','6'
'36101',"PART DETACH-SINGL DEFEC",'0','6'
'36102',"PART DETACH-MULT DEFECT",'0','6'
'36103',"PART DETACH-GIANT TEAR",'0','6'
'36104',"PART DETACH-DIALYSIS",'0','6'
'36105',"RECENT DETACHMENT TOTAL",'0','6'
'36106',"OLD DETACHMENT PARTIAL",'0','6'
'36107',"OLD DETACHMENT TOTAL",'0','6'
'36110',"RETINOSCHISIS NOS",'1','6'
'36111',"FLAT RETINOSCHISIS",'1','6'
'36112',"BULLOUS RETINOSCHISIS",'1','6'
'36113',"PRIMARY RETINAL CYSTS",'1','6'
'36114',"SECONDARY RETINAL CYSTS",'1','6'
'36119',"RETINOSHISIS OR CYST NEC",'1','6'
'3612 ',"SEROUS RETINA DETACHMENT",'0','6'
'36130',"RETINAL DEFECT NOS",'0','6'
'36131',"ROUND HOLE OF RETINA",'0','6'
'36132',"HORSESHOE TEAR OF RETINA",'0','6'
'36133',"MULT DEFECTS OF RETINA",'0','6'
'36181',"RETINAL TRACTION DETACH",'0','6'
'36189',"RETINAL DETACHMENT NEC",'0','6'
'3619 ',"RETINAL DETACHMENT NOS",'0','6'
'36201',"DIABETIC RETINOPATHY NOS",'1','6'
'36202',"PROLIF DIAB RETINOPATHY",'1','6'
'36203',"NONPROLF DB RETNOPH NOS (Begin 2005)",'1','6'
'36204',"MILD NONPROLF DB RETNOPH (Begin 2005)",'1','6'
'36205',"MOD NONPROLF DB RETINOPH (Begin 2005)",'1','6'
'36206',"SEV NONPROLF DB RETINOPH (Begin 2005)",'1','6'
'36207',"DIABETIC MACULAR EDEMA (Begin 2005)",'1','6'
'36210',"BACKGRND RETINOPATHY NOS",'1','6'
'36211',"HYPERTENSIVE RETINOPATHY",'1','6'
'36212',"EXUDATIVE RETINOPATHY",'1','6'
'36213',"RETINAL VASCULAR CHANGES",'1','6'
'36214',"RETINA MICROANEURYSM NOS",'1','6'
'36215',"RETINAL TELANGIECTASIA",'1','6'
'36216',"RETINAL NEOVASCULAR NOS",'1','6'
'36217',"RETINAL VARICES",'1','6'
'36218',"RETINAL VASCULITIS",'1','6'
'36220',"RETINOPH PREMATURITY NOS (begin 2008)",'1','6'
'36221',"RETROLENTAL FIBROPLASIA",'1','6'
'36222',"RETINOPH PREMATRSTAGE 0 (begin 2008)",'1','6'
'36223',"RETINOPH PREMATRSTAGE 1 (begin 2008)",'1','6'
'36224',"RETINOPH PREMATRSTAGE 2 (begin 2008)",'1','6'
'36225',"RETINOPH PREMATRSTAGE 3 (begin 2008)",'1','6'
'36226',"RETINOPH PREMATR.STAGE 4 (begin 2008)",'1','6'
'36227',"RETINOPH PREMATRSTAGE 5 (begin 2008)",'1','6'
'36229',"PROLIF RETINOPATHY NEC",'1','6'
'36230',"RETINAL VASC OCCLUS NOS",'1','6'
'36231',"CENT RETINA ARTERY OCCLU",'1','6'
'36232',"ARTERIAL BRANCH OCCLUS",'1','6'
'36233',"PART ARTERIAL OCCLUSION",'1','6'
'36234',"TRANSIENT ARTERIAL OCCLU",'1','6'
'36235',"CENT RETINAL VEIN OCCLUS",'1','6'
'36236',"VENOUS TRIBUTARY OCCLUS",'1','6'
'36237',"RETINA VENOUS ENGORGEMNT",'1','6'
'36240',"RETINA LAYER SEPARAT NOS",'1','6'
'36241',"CENT SEROUS RETINOPATHY",'1','6'
'36242',"SEROUS DETACH PIGM EPITH",'1','6'
'36243',"HEM DETACH PIGMNT EPITH",'1','6'
'36250',"MACULAR DEGENERATION NOS",'1','6'
'36251',"NONEXUDAT MACULAR DEGEN",'1','6'
'36252',"EXUDATIVE MACULAR DEGEN",'1','6'
'36253',"CYSTOID MACULAR DEGEN",'1','6'
'36254',"MACULAR CYST OR HOLE",'1','6'
'36255',"TOXIC MACULOPATHY",'1','6'
'36256',"MACULAR PUCKERING",'1','6'
'36257',"DRUSEN (DEGENERATIVE)",'1','6'
'36260',"PERIPH RETINA DEGEN NOS",'1','6'
'36261',"PAVING STONE DEGENERAT",'1','6'
'36262',"MICROCYSTOID DEGENERAT",'1','6'
'36263',"LATTICE DEGENERATION",'1','6'
'36264',"SENILE RETICULAR DEGEN",'1','6'
'36265',"SECONDRY PIGMENT DEGEN",'1','6'
'36266',"SEC VITREORETINA DEGEN",'1','6'
'36270',"HERED RETIN DYSTRPHY NOS",'1','6'
'36271',"RET DYSTRPH IN LIPIDOSES",'1','6'
'36272',"RET DYSTRPH IN SYST DIS",'1','6'
'36273',"VITREORETINAL DYSTROPHY",'1','6'
'36274',"PIGMENT RETINA DYSTROPHY",'1','6'
'36275',"SENSORY RETINA DYSTROPHY",'1','6'
'36276',"VITELLIFORM DYSTROPHY",'1','6'
'36277',"BRUCH MEMBRANE DYSTROPHY",'1','6'
'36281',"RETINAL HEMORRHAGE",'1','6'
'36282',"RETINA EXUDATES/DEPOSITS",'1','6'
'36283',"RETINAL EDEMA",'1','6'
'36284',"RETINAL ISCHEMIA",'1','6'
'36285',"RETINAL NERV FIBER DEFEC",'1','6'
'36289',"RETINAL DISORDERS NEC",'1','6'
'3629 ',"RETINAL DISORDER NOS",'1','6'
'36300',"FOCAL CHORIORETINIT NOS",'1','6'
'36301',"JUXTAPAP FOC CHOROIDITIS",'1','6'
'36303',"FOC CHOROIDITIS POST NEC",'1','6'
'36304',"PERIPH FOCAL CHOROIDITIS",'1','6'
'36305',"JUXTAPAP FOCAL RETINITIS",'1','6'
'36306',"MACULAR FOCAL RETINITIS",'1','6'
'36307',"FOC RETINITIS POST NEC",'1','6'
'36308',"PERIPH FOCAL RETINITIS",'1','6'
'36310',"DISSEM CHORIORETINIT NOS",'1','6'
'36311',"DISSEM CHOROIDITIS POST",'1','6'
'36312',"PERIPH DISEM CHOROIDITIS",'1','6'
'36313',"GEN DISSEM CHOROIDITIS",'1','6'
'36314',"METASTAT DISSEM RETINIT",'1','6'
'36315',"PIGMENT EPITHELIOPATHY",'1','6'
'36320',"CHORIORETINITIS NOS",'1','6'
'36321',"PARS PLANITIS",'1','6'
'36322',"'HARADA'S DISEASE'",'1','6'
'36330',"CHORIORETINAL SCAR NOS",'1','6'
'36331',"SOLAR RETINOPATHY",'1','6'
'36332',"MACULAR SCARS NEC",'1','6'
'36333',"POSTERIOR POLE SCAR NEC",'1','6'
'36334',"PERIPHERAL RETINAL SCARS",'1','6'
'36335',"DISSEMINATED RETINA SCAR",'1','6'
'36340',"CHOROIDAL DEGEN NOS",'1','6'
'36341',"SENILE ATROPHY CHOROID",'1','6'
'36342',"DIFUS SEC ATROPH CHOROID",'1','6'
'36343',"ANGIOID STREAKS CHOROID",'1','6'
'36350',"HERED CHOROID ATROPH NOS",'1','6'
'36351',"PRT CIRCMPAP CHOROID DYS",'1','6'
